Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,ctr,cpc,cpm,conversion_rate,roas
A1132,Data Analytcis Course,135.0,5118.0,219.99,27.0,6.0,0.044,1089.0,2024-11-20,HYDERABAD,mobile,online data analytic,0.02637749120750293,1.6295555555555556,42.98358733880423,0.044444444444444446,4.950225010227737
A1133,Data Analytcis Course,92.0,5766.0,186.14,28.0,7.0,0.076,1013.0,,HYDERABAD,tablet,data anaytics training,0.015955601803676726,2.0232608695652172,32.282344779743326,0.07608695652173914,5.442140324486946
A1134,Data Analytcis Course,188.0,3934.0,206.21,16.0,9.0,0.048,,,HYDERABAD,desktop,data analytics course,0.04778851042196238,1.0968617021276597,52.417386883579056,0.047872340425531915,
A1135,Data Analytcis Course,101.0,4724.0,228.38,13.0,7.0,0.034,1243.0,2024-11-20,HYDERABAD,desktop,learn data analytics,0.021380186282811176,2.261188118811881,48.34462320067739,0.06930693069306931,5.442683247219547
A1136,Data Analytcis Course,111.0,5895.0,205.25,29.0,4.0,0.036,1693.0,2024-11-04,HYDERABAD,mobile,data analytics course,0.018829516539440202,1.8490990990990992,34.817642069550466,0.036036036036036036,8.248477466504264
A1137,Data Analytcis Course,122.0,4048.0,202.23,28.0,10.0,0.082,,,HYDERABAD,mobile,online data analytic,0.030138339920948616,1.657622950819672,49.95800395256917,0.08196721311475409,
A1138,Data Analytcis Course,99.0,3169.0,237.68,21.0,6.0,,1509.0,2024-11-22,HYDERABAD,mobile,online data analytic,0.031240138845061535,2.4008080808080807,75.00157778479016,0.06060606060606061,6.348872433524066
A1139,Data Analytcis Course,154.0,4535.0,229.29,11.0,3.0,0.019,1434.0,,HYDERABAD,tablet,data anaytics training,0.033958103638368244,1.488896103896104,50.560088202866595,0.01948051948051948,6.254088708622269
A1140,Data Analytcis Course,129.0,3849.0,249.29,22.0,10.0,0.078,1767.0,,HYDERABAD,desktop,analytics for data,0.03351519875292284,1.9324806201550386,64.7674720706677,0.07751937984496124,7.088130290023668
A1141,Data Analytcis Course,,4259.0,182.98,10.0,10.0,0.031,1048.0,,HYDERABAD,mobile,analytics for data,,,42.9631368865931,,5.727401901847196
A1142,Data Analytcis Course,143.0,3628.0,,18.0,9.0,0.063,1566.0,,HYDERABAD,tablet,data analytics course,0.039415656008820285,,,0.06293706293706294,
A1143,Data Analytcis Course,80.0,3269.0,,12.0,4.0,0.05,1753.0,,HYDERABAD,desktop,data analitics online,0.024472315692872438,,,0.05,
A1144,Data Analytcis Course,134.0,3724.0,188.02,26.0,9.0,0.047,1891.0,,HYDERABAD,desktop,online data analytic,0.0359828141783029,1.403134328358209,50.488721804511286,0.06716417910447761,10.057440697798105
A1145,Data Analytcis Course,174.0,4838.0,242.35,21.0,3.0,0.017,1599.0,2024-11-22,HYDERABAD,desktop,data analitics online,0.03596527490698636,1.392816091954023,50.09301364200083,0.017241379310344827,6.597895605529193
A1146,Data Analytcis Course,196.0,4524.0,192.01,15.0,8.0,0.041,1048.0,2024-11-13,HYDERABAD,desktop,data analytics course,0.04332449160035367,0.9796428571428571,42.44252873563218,0.04081632653061224,5.458049059944795
A1147,Data Analytcis Course,194.0,4694.0,228.15,17.0,7.0,0.036,1874.0,2024-11-14,HYDERABAD,tablet,learn data analytics,0.04132935662547933,1.1760309278350516,48.6046016190882,0.03608247422680412,8.21389436774052
A1148,Data Analytcis Course,180.0,4326.0,221.67,13.0,,,1427.0,,HYDERABAD,tablet,online data analytic,0.04160887656033287,1.2315,51.24133148404993,,6.437497180493526
A1149,Data Analytcis Course,100.0,4235.0,222.61,10.0,8.0,0.051,1814.0,,HYDERABAD,desktop,data anaytics training,0.023612750885478158,2.2261,52.56434474616293,0.08,8.148780378239971
A1150,Data Analytcis Course,153.0,4367.0,184.51,29.0,9.0,0.059,1507.0,2024-11-13,HYDERABAD,mobile,analytics for data,0.03503549347378063,1.2059477124183007,42.25097320815205,0.058823529411764705,8.16757899300851
A1151,Data Analytcis Course,110.0,3748.0,198.68,24.0,9.0,0.082,1041.0,,HYDERABAD,tablet,data anaytics training,0.02934898612593383,1.8061818181818183,53.009605122732125,0.08181818181818182,5.239581236158647
A1152,Data Analytcis Course,116.0,3901.0,,21.0,4.0,0.034,1483.0,2024-11-13,HYDERABAD,tablet,online data analytic,0.029735965137144323,,,0.034482758620689655,
A1153,Data Analytcis Course,156.0,3335.0,236.98,29.0,7.0,0.045,1143.0,2024-11-14,HYDERABAD,desktop,data analytics course,0.046776611694152925,1.519102564102564,71.05847076461768,0.04487179487179487,4.823191830534222
A1154,Data Analytcis Course,177.0,5671.0,210.74,19.0,6.0,0.058,1172.0,,HYDERABAD,tablet,data analytics course,0.031211426556162936,1.1906214689265537,37.16099453359196,0.03389830508474576,5.561355224447186
A1155,Data Analytcis Course,89.0,3408.0,214.78,25.0,9.0,0.101,1898.0,,HYDERABAD,mobile,data analytics course,0.026115023474178403,2.413258426966292,63.02230046948357,0.10112359550561797,8.836949436632834
A1156,Data Analytcis Course,155.0,4422.0,183.96,14.0,8.0,0.037,1143.0,,HYDERABAD,mobile,analytics for data,0.03505201266395296,1.1868387096774193,41.601085481682496,0.05161290322580645,6.213307240704501
A1157,Data Analytcis Course,123.0,3097.0,190.55,20.0,8.0,0.065,1640.0,,HYDERABAD,tablet,data analytics course,0.03971585405230869,1.5491869918699188,61.52728446884082,0.06504065040650407,8.606664917344528
A1158,Data Analytcis Course,102.0,3621.0,244.82,10.0,5.0,0.049,1375.0,,HYDERABAD,mobile,learn data analytics,0.028169014084507043,2.4001960784313723,67.6111571389119,0.049019607843137254,5.6163712115023285
A1159,Data Analytcis Course,150.0,4806.0,244.53,15.0,9.0,,1602.0,,HYDERABAD,mobile,data analitics online,0.031210986267166042,1.6302,50.88014981273408,0.06,6.551343393448657
A1160,Data Analytcis Course,160.0,,245.87,11.0,6.0,0.037,,2024-11-05,HYDERABAD,desktop,analytics for data,,1.5366875,,0.0375,
A1161,Data Analytcis Course,143.0,3901.0,191.38,29.0,4.0,0.053,1786.0,2024-11-24,HYDERABAD,mobile,learn data analytics,0.036657267367341706,1.3383216783216783,49.059215585747246,0.027972027972027972,9.332218622635594
A1162,Data Analytcis Course,178.0,4673.0,222.46,29.0,6.0,0.051,1219.0,,HYDERABAD,tablet,online data analytic,0.03809116199443612,1.2497752808988765,47.60539268136101,0.033707865168539325,5.479636788636159
A1163,Data Analytcis Course,152.0,3542.0,208.96,13.0,9.0,,1735.0,,HYDERABAD,desktop,data analytics course,0.04291360813099943,1.3747368421052633,58.99491812535291,0.05921052631578947,8.30302450229709
A1164,Data Analytcis Course,139.0,4347.0,238.19,26.0,5.0,,1384.0,,HYDERABAD,tablet,analytics for data,0.031976075454336325,1.7135971223021582,54.7941108810674,0.03597122302158273,5.810487426004451
A1165,Data Analytcis Course,175.0,5014.0,247.24,25.0,7.0,0.04,1499.0,,HYDERABAD,mobile,learn data analytics,0.03490227363382529,1.4128,49.30993218986837,0.04,6.062934800194143
A1166,Data Analytcis Course,92.0,4185.0,218.46,21.0,9.0,0.035,1567.0,,HYDERABAD,mobile,data analitics online,0.02198327359617682,2.3745652173913046,52.20071684587814,0.09782608695652174,7.172937837590405
A1167,Data Analytcis Course,123.0,5964.0,,17.0,6.0,,1363.0,,HYDERABAD,desktop,data anaytics training,0.02062374245472837,,,0.04878048780487805,
A1168,Data Analytcis Course,86.0,5124.0,183.71,13.0,10.0,0.116,1137.0,,HYDERABAD,mobile,data anaytics training,0.01678376268540203,2.1361627906976746,35.8528493364559,0.11627906976744186,6.189102389635839
A1169,Data Analytcis Course,117.0,4162.0,238.08,28.0,10.0,0.085,1186.0,,HYDERABAD,mobile,online data analytic,0.028111484863046612,2.034871794871795,57.20326765977896,0.08547008547008547,4.981518817204301
A1170,Data Analytcis Course,146.0,4330.0,191.9,20.0,3.0,0.021,1748.0,,HYDERABAD,mobile,online data analytic,0.033718244803695153,1.3143835616438357,44.31870669745958,0.02054794520547945,9.108910891089108
A1171,Data Analytcis Course,89.0,3268.0,,17.0,4.0,0.045,1233.0,,HYDERABAD,desktop,online data analytic,0.02723378212974296,,,0.0449438202247191,
A1172,Data Analytcis Course,195.0,3483.0,213.99,27.0,7.0,0.036,1796.0,,HYDERABAD,desktop,learn data analytics,0.05598621877691645,1.0973846153846154,61.438415159345396,0.035897435897435895,8.39291555680172
A1173,Data Analytcis Course,170.0,4519.0,240.63,22.0,7.0,0.041,1012.0,,HYDERABAD,mobile,analytics for data,0.03761894224385926,1.415470588235294,53.248506306705025,0.041176470588235294,4.205626896064498
A1174,Data Analytcis Course,97.0,3605.0,240.29,21.0,7.0,0.045,1682.0,2024-11-10,HYDERABAD,desktop,data analitics online,0.026907073509015257,2.4772164948453606,66.65464632454923,0.07216494845360824,6.999875150859379
A1175,Data Analytcis Course,159.0,5076.0,204.97,15.0,10.0,0.063,1638.0,,HYDERABAD,tablet,data analytics course,0.031323877068557916,1.2891194968553459,40.38022064617809,0.06289308176100629,7.991413377567449
A1176,Data Analytcis Course,131.0,5352.0,225.86,24.0,10.0,,1961.0,2024-11-20,HYDERABAD,mobile,online data analytic,0.024476831091180866,1.7241221374045803,42.201046337817644,0.07633587786259542,8.682369609492605
A1177,Data Analytcis Course,108.0,5503.0,185.26,11.0,7.0,0.065,1921.0,,HYDERABAD,mobile,data analitics online,0.019625658731600944,1.7153703703703702,33.665273487188806,0.06481481481481481,10.369210838821116
A1178,Data Analytcis Course,93.0,4308.0,209.83,19.0,9.0,0.097,1694.0,2024-11-20,HYDERABAD,mobile,data analytics course,0.02158774373259053,2.256236559139785,48.707056638811515,0.0967741935483871,8.073202115998665
A1179,Data Analytcis Course,137.0,3555.0,213.5,29.0,3.0,,,,HYDERABAD,desktop,data analytics course,0.038537271448663854,1.5583941605839415,60.056258790436004,0.021897810218978103,
A1180,Data Analytcis Course,81.0,5615.0,193.14,30.0,6.0,0.074,1255.0,,HYDERABAD,mobile,analytics for data,0.014425645592163847,2.384444444444444,34.39715048975957,0.07407407407407407,6.49787718753236
A1181,Data Analytcis Course,160.0,4743.0,206.22,23.0,10.0,0.062,1825.0,,HYDERABAD,mobile,learn data analytics,0.03373392367699768,1.288875,43.478810879190384,0.0625,8.849772088061293
A1182,Data Analytcis Course,186.0,3337.0,183.58,16.0,8.0,0.043,1045.0,2024-11-30,HYDERABAD,desktop,online data analytic,0.05573868744381181,0.986989247311828,55.01348516631706,0.043010752688172046,5.692341213639829
A1183,Data Analytcis Course,105.0,3234.0,238.8,27.0,10.0,0.095,1248.0,,HYDERABAD,desktop,online data analytic,0.032467532467532464,2.2742857142857145,73.8404452690167,0.09523809523809523,5.226130653266331
A1184,Data Analytcis Course,131.0,3913.0,203.69,14.0,10.0,,1079.0,,HYDERABAD,desktop,data anaytics training,0.03347814975721952,1.5548854961832062,52.05468949654996,0.07633587786259542,5.2972654524031615
A1185,Data Analytcis Course,129.0,3208.0,204.2,18.0,8.0,0.032,1456.0,2024-11-29,HYDERABAD,desktop,learn data analytics,0.04021197007481297,1.5829457364341084,63.65336658354115,0.06201550387596899,7.13026444662096
A1186,Data Analytcis Course,187.0,5972.0,220.64,30.0,7.0,0.037,1980.0,2024-11-14,HYDERABAD,desktop,data analytics course,0.03131279303415941,1.1798930481283423,36.94574681848626,0.0374331550802139,8.97389412617839
A1187,Data Analytcis Course,167.0,3662.0,235.43,10.0,7.0,0.042,1684.0,2024-11-25,HYDERABAD,mobile,data anaytics training,0.045603495357728015,1.4097604790419163,64.29000546149645,0.041916167664670656,7.15286921802659
A1188,Data Analytcis Course,140.0,3359.0,182.13,29.0,7.0,0.045,1973.0,,HYDERABAD,desktop,data analitics online,0.041679071152128606,1.3009285714285714,54.22149449240845,0.05,10.832921539559656
A1189,Data Analytcis Course,198.0,3700.0,220.67,14.0,5.0,,1531.0,,HYDERABAD,mobile,analytics for data,0.053513513513513515,1.1144949494949494,59.640540540540535,0.025252525252525252,6.937961662210541
A1190,Data Analytcis Course,196.0,3835.0,218.07,10.0,9.0,0.041,1871.0,,HYDERABAD,tablet,online data analytic,0.05110821382007823,1.1126020408163264,56.86310299869621,0.04591836734693878,8.579813821250058
A1191,Data Analytcis Course,140.0,5638.0,208.02,22.0,5.0,,1652.0,2024-11-18,HYDERABAD,desktop,data anaytics training,0.024831500532103583,1.485857142857143,36.89606243348705,0.03571428571428571,7.941544082299778
A1192,Data Analytcis Course,157.0,5825.0,230.6,16.0,3.0,0.019,1041.0,2024-11-16,HYDERABAD,desktop,data anaytics training,0.026952789699570816,1.4687898089171973,39.587982832618025,0.01910828025477707,4.514310494362532
A1193,Data Analytcis Course,91.0,5428.0,248.38,11.0,3.0,0.033,1835.0,,HYDERABAD,tablet,learn data analytics,0.016764922623434046,2.7294505494505494,45.759027266028,0.03296703296703297,7.387873419760045
A1194,Data Analytcis Course,140.0,3571.0,238.12,21.0,9.0,0.064,1762.0,,HYDERABAD,desktop,learn data analytics,0.03920470456454775,1.7008571428571428,66.68160179221506,0.06428571428571428,7.399630438434403
A1195,Data Analytcis Course,154.0,3638.0,182.17,11.0,8.0,0.056,1413.0,2024-11-04,HYDERABAD,mobile,online data analytic,0.04233095107201759,1.182922077922078,50.07421660252886,0.05194805194805195,7.756491189548225
A1196,Data Analytcis Course,133.0,4505.0,200.52,23.0,3.0,0.039,1562.0,,HYDERABAD,tablet,analytics for data,0.029522752497225305,1.5076691729323308,44.51054384017758,0.022556390977443608,7.789746658687412
A1197,Data Analytcis Course,,5016.0,238.59,26.0,9.0,,1620.0,2024-11-20,HYDERABAD,mobile,data analitics online,,,47.56578947368421,,6.789890607317993
A1198,Data Analytcis Course,141.0,3071.0,208.2,10.0,6.0,0.043,1647.0,,HYDERABAD,tablet,data analitics online,0.045913383262780855,1.476595744680851,67.79550634972321,0.0425531914893617,7.910662824207494
A1199,Data Analytcis Course,135.0,5682.0,,30.0,3.0,,1445.0,,HYDERABAD,tablet,data anaytics training,0.02375923970432946,,,0.022222222222222223,
A1200,Data Analytcis Course,199.0,5067.0,247.38,24.0,8.0,0.059,1365.0,,HYDERABAD,mobile,analytics for data,0.03927373199131636,1.2431155778894472,48.82178804026051,0.04020100502512563,5.517826825127335
A1201,Data Analytcis Course,138.0,3971.0,184.87,28.0,3.0,0.022,1718.0,2024-11-07,HYDERABAD,tablet,learn data analytics,0.03475195164945857,1.3396376811594204,46.55502392344498,0.021739130434782608,9.29301671444799
A1202,Data Analytcis Course,175.0,4481.0,236.38,21.0,10.0,0.057,1257.0,,HYDERABAD,desktop,data analytics course,0.03905378263780406,1.350742857142857,52.751617942423565,0.05714285714285714,5.317708774007953
A1203,Data Analytcis Course,170.0,5476.0,186.29,25.0,4.0,0.024,1731.0,,HYDERABAD,mobile,analytics for data,0.0310445580715851,1.0958235294117646,34.019357195032875,0.023529411764705882,9.29196414192925
A1204,Data Analytcis Course,138.0,4426.0,203.75,24.0,10.0,0.072,1838.0,2024-11-05,HYDERABAD,mobile,data analytics course,0.031179394487121554,1.4764492753623188,46.0347943967465,0.07246376811594203,9.020858895705521
A1205,Data Analytcis Course,108.0,4080.0,247.8,18.0,4.0,0.037,1363.0,2024-11-30,HYDERABAD,tablet,online data analytic,0.026470588235294117,2.2944444444444447,60.73529411764706,0.037037037037037035,5.500403551251009
A1206,Data Analytcis Course,150.0,4113.0,219.67,12.0,7.0,0.047,1196.0,2024-11-22,HYDERABAD,mobile,learn data analytics,0.03646973012399708,1.4644666666666666,53.408704108922926,0.04666666666666667,5.444530432011654
A1207,Data Analytcis Course,90.0,5119.0,226.58,14.0,10.0,0.111,1348.0,,HYDERABAD,desktop,analytics for data,0.01758155889822231,2.5175555555555555,44.262551279546784,0.1111111111111111,5.94933356871745
A1208,Data Analytcis Course,98.0,3422.0,223.55,17.0,7.0,,1414.0,2024-11-19,HYDERABAD,tablet,online data analytic,0.02863822326125073,2.281122448979592,65.32729398012859,0.07142857142857142,6.325206888839186
A1209,Data Analytcis Course,130.0,3327.0,224.83,13.0,3.0,0.023,1668.0,,HYDERABAD,mobile,online data analytic,0.03907424105801022,1.7294615384615386,67.57739705440336,0.023076923076923078,7.418938753725036
A1210,Data Analytcis Course,199.0,,199.98,15.0,8.0,0.04,1467.0,2024-11-08,HYDERABAD,tablet,data anaytics training,,1.0049246231155777,,0.04020100502512563,7.335733573357336
A1211,Data Analytcis Course,101.0,3241.0,183.34,24.0,,,1483.0,,HYDERABAD,tablet,data anaytics training,0.031163221228016045,1.8152475247524753,56.56896019746992,,8.088796771026509
A1212,Data Analytcis Course,118.0,3970.0,,27.0,9.0,0.076,1036.0,2024-11-19,HYDERABAD,desktop,data analytics course,0.029722921914357683,,,0.07627118644067797,
A1213,Data Analytcis Course,199.0,5734.0,247.99,18.0,,,1455.0,,HYDERABAD,desktop,data analitics online,0.03470526682943844,1.246180904522613,43.24904080920823,,5.867172063389653
A1214,Data Analytcis Course,183.0,4001.0,237.85,23.0,4.0,0.022,1430.0,,HYDERABAD,mobile,online data analytic,0.04573856535866033,1.299726775956284,59.447638090477376,0.02185792349726776,6.0121925583350855
A1215,Data Analytcis Course,126.0,4206.0,233.76,29.0,10.0,0.041,1998.0,2024-11-06,HYDERABAD,tablet,online data analytic,0.029957203994293864,1.8552380952380951,55.577746077032806,0.07936507936507936,8.54722792607803
A1216,Data Analytcis Course,199.0,4745.0,,13.0,9.0,,1800.0,2024-11-28,HYDERABAD,tablet,analytics for data,0.041938883034773444,,,0.04522613065326633,
A1217,Data Analytcis Course,92.0,4042.0,200.75,15.0,7.0,0.076,1234.0,2024-11-24,HYDERABAD,tablet,learn data analytics,0.022761009401286492,2.182065217391304,49.66600692726373,0.07608695652173914,6.146948941469489
A1218,Data Analytcis Course,,4883.0,249.61,10.0,3.0,,1464.0,2024-11-12,HYDERABAD,tablet,online data analytic,,,51.11816506246161,,5.865149633428148
A1219,Data Analytcis Course,92.0,3748.0,208.15,14.0,8.0,0.087,1297.0,,HYDERABAD,desktop,analytics for data,0.02454642475987193,2.2625,55.53628601921025,0.08695652173913043,6.231083353350948
A1220,Data Analytcis Course,135.0,3480.0,224.94,11.0,4.0,0.03,1398.0,2024-11-23,HYDERABAD,tablet,data analitics online,0.03879310344827586,1.6662222222222223,64.63793103448276,0.02962962962962963,6.2149906641771135
A1221,Data Analytcis Course,177.0,3007.0,223.22,30.0,8.0,0.045,1766.0,,HYDERABAD,mobile,data analitics online,0.05886265380778184,1.261129943502825,74.23345527103426,0.04519774011299435,7.911477466176866
A1222,Data Analytcis Course,117.0,3380.0,186.73,21.0,10.0,0.055,1958.0,2024-11-19,HYDERABAD,desktop,data anaytics training,0.03461538461538462,1.5959829059829058,55.24556213017751,0.08547008547008547,10.485728056552242
A1223,Data Analytcis Course,127.0,4823.0,194.69,11.0,10.0,0.057,1496.0,,HYDERABAD,desktop,data analytics course,0.026332158407630105,1.532992125984252,40.36699149906697,0.07874015748031496,7.6840104781961065
A1224,Data Analytcis Course,132.0,4490.0,202.45,10.0,7.0,0.053,1441.0,2024-11-10,HYDERABAD,mobile,data analitics online,0.029398663697104678,1.5337121212121212,45.089086859688194,0.05303030303030303,7.117806865892813
